"interaction","cell1","cell2","p-value"
"BMP4_BMPR1B_ACVR2B","Peritoneal Cavity","Blood","0.04"
"BMP4_BMPR1B_ACVR2B","Spleen","Blood","0.02"
"BMP4_BMPR1B_ACVR2B","Subcutaneous Lymph Node","Blood","0"
"BMP4_BMPR1B_ACVR2B","Thymus","Blood","0.02"
"BMP4_BMPR1B_ACVR2B","Bone Marrow","Bone Marrow","0.01"
"BMP4_BMPR1B_ACVR2B","Lamina Propia","Bone Marrow","0"
"BMP4_BMPR1B_ACVR2B","Peritoneal Cavity","Bone Marrow","0.01"
"BMP4_BMPR1B_ACVR2B","Spleen","Bone Marrow","0"
"BMP4_BMPR1B_ACVR2B","Splenic","Bone Marrow","0.04"
"BMP4_BMPR1B_ACVR2B","Subcutaneous Lymph Node","Bone Marrow","0"
"BMP4_BMPR1B_ACVR2B","Thymus","Bone Marrow","0"
"BMP4_BMPR1B_ACVR2B","Bone Marrow","Brain","0.02"
"BMP4_BMPR1B_ACVR2B","Lamina Propia","Brain","0"
"BMP4_BMPR1B_ACVR2B","Peritoneal Cavity","Brain","0.02"
"BMP4_BMPR1B_ACVR2B","Spleen","Brain","0.02"
"BMP4_BMPR1B_ACVR2B","Splenic","Brain","0.04"
"BMP4_BMPR1B_ACVR2B","Subcutaneous Lymph Node","Brain","0"
"BMP4_BMPR1B_ACVR2B","Thymus","Brain","0.02"
"BMP4_BMPR1B_ACVR2B","Lamina Propia","Colon","0"
"BMP4_BMPR1B_ACVR2B","Subcutaneous Lymph Node","Colon","0"
"BMP4_BMPR1B_ACVR2B","Lamina Propia","Gut","0"
"BMP4_BMPR1B_ACVR2B","Subcutaneous Lymph Node","Gut","0"
"BMP4_BMPR1B_ACVR2B","Lamina Propia","Heart","0"
"BMP4_BMPR1B_ACVR2B","Subcutaneous Lymph Node","Heart","0"
"BMP4_BMPR1B_ACVR2B","Lamina Propia","Lamina Propia","0"
"BMP4_BMPR1B_ACVR2B","Subcutaneous Lymph Node","Lamina Propia","0"
"BMP4_BMPR1B_ACVR2B","Lamina Propia","Liver","0"
"BMP4_BMPR1B_ACVR2B","Subcutaneous Lymph Node","Liver","0.01"
"BMP4_BMPR1B_ACVR2B","Lamina Propia","Lung","0"
"BMP4_BMPR1B_ACVR2B","Subcutaneous Lymph Node","Lung","0"
"BMP4_BMPR1B_ACVR2B","Lamina Propia","Lymph Node","0"
"BMP4_BMPR1B_ACVR2B","Subcutaneous Lymph Node","Lymph Node","0"
"BMP4_BMPR1B_ACVR2B","Lamina Propia","Peritoneal Cavity","0"
"BMP4_BMPR1B_ACVR2B","Subcutaneous Lymph Node","Peritoneal Cavity","0"
"BMP4_BMPR1B_ACVR2B","Lamina Propia","Small Intestine","0"
"BMP4_BMPR1B_ACVR2B","Subcutaneous Lymph Node","Small Intestine","0"
"BMP4_BMPR1B_ACVR2B","Lamina Propia","Spleen","0"
"BMP4_BMPR1B_ACVR2B","Subcutaneous Lymph Node","Spleen","0"
"BMP4_BMPR1B_ACVR2B","Blood","Splenic","0.04"
"BMP4_BMPR1B_ACVR2B","Bone Marrow","Splenic","0.01"
"BMP4_BMPR1B_ACVR2B","Lamina Propia","Splenic","0"
"BMP4_BMPR1B_ACVR2B","Peritoneal Cavity","Splenic","0.01"
"BMP4_BMPR1B_ACVR2B","Spleen","Splenic","0.01"
"BMP4_BMPR1B_ACVR2B","Subcutaneous Lymph Node","Splenic","0"
"BMP4_BMPR1B_ACVR2B","Thymus","Splenic","0.01"
"BMP4_BMPR1B_ACVR2B","Bone Marrow","Subcutaneous Lymph Node","0"
"BMP4_BMPR1B_ACVR2B","Lamina Propia","Subcutaneous Lymph Node","0"
"BMP4_BMPR1B_ACVR2B","Peritoneal Cavity","Subcutaneous Lymph Node","0"
"BMP4_BMPR1B_ACVR2B","Spleen","Subcutaneous Lymph Node","0"
"BMP4_BMPR1B_ACVR2B","Splenic","Subcutaneous Lymph Node","0.02"
"BMP4_BMPR1B_ACVR2B","Subcutaneous Lymph Node","Subcutaneous Lymph Node","0"
"BMP4_BMPR1B_ACVR2B","Thymus","Subcutaneous Lymph Node","0"
"BMP4_BMPR1B_ACVR2B","Bone Marrow","Thymus","0.01"
"BMP4_BMPR1B_ACVR2B","Lamina Propia","Thymus","0"
"BMP4_BMPR1B_ACVR2B","Peritoneal Cavity","Thymus","0"
"BMP4_BMPR1B_ACVR2B","Spleen","Thymus","0"
"BMP4_BMPR1B_ACVR2B","Subcutaneous Lymph Node","Thymus","0"
"BMP4_BMPR1B_ACVR2B","Thymus","Thymus","0.02"
"BMP4_BMPR1B_BMPR2","Blood","Adipose Tissue","0.04"
"BMP4_BMPR1B_BMPR2","Bone Marrow","Adipose Tissue","0.03"
"BMP4_BMPR1B_BMPR2","Lamina Propia","Adipose Tissue","0"
"BMP4_BMPR1B_BMPR2","Subcutaneous Lymph Node","Adipose Tissue","0"
"BMP4_BMPR1B_BMPR2","Bone Marrow","Blood","0.01"
"BMP4_BMPR1B_BMPR2","Lamina Propia","Blood","0"
"BMP4_BMPR1B_BMPR2","Peritoneal Cavity","Blood","0.02"
"BMP4_BMPR1B_BMPR2","Spleen","Blood","0.02"
"BMP4_BMPR1B_BMPR2","Splenic","Blood","0.04"
"BMP4_BMPR1B_BMPR2","Subcutaneous Lymph Node","Blood","0"
"BMP4_BMPR1B_BMPR2","Thymus","Blood","0.04"
"BMP4_BMPR1B_BMPR2","Lamina Propia","Bone Marrow","0"
"BMP4_BMPR1B_BMPR2","Subcutaneous Lymph Node","Bone Marrow","0"
"BMP4_BMPR1B_BMPR2","Lamina Propia","Brain","0"
"BMP4_BMPR1B_BMPR2","Subcutaneous Lymph Node","Brain","0"
"BMP4_BMPR1B_BMPR2","Lamina Propia","Colon","0"
"BMP4_BMPR1B_BMPR2","Subcutaneous Lymph Node","Colon","0"
"BMP4_BMPR1B_BMPR2","Lamina Propia","Gut","0"
"BMP4_BMPR1B_BMPR2","Subcutaneous Lymph Node","Gut","0"
"BMP4_BMPR1B_BMPR2","Lamina Propia","Heart","0"
"BMP4_BMPR1B_BMPR2","Subcutaneous Lymph Node","Heart","0"
"BMP4_BMPR1B_BMPR2","Lamina Propia","Lamina Propia","0"
"BMP4_BMPR1B_BMPR2","Subcutaneous Lymph Node","Lamina Propia","0"
"BMP4_BMPR1B_BMPR2","Lamina Propia","Liver","0"
"BMP4_BMPR1B_BMPR2","Subcutaneous Lymph Node","Liver","0"
"BMP4_BMPR1B_BMPR2","Lamina Propia","Lung","0"
"BMP4_BMPR1B_BMPR2","Subcutaneous Lymph Node","Lung","0"
"BMP4_BMPR1B_BMPR2","Lamina Propia","Lymph Node","0"
"BMP4_BMPR1B_BMPR2","Subcutaneous Lymph Node","Lymph Node","0"
"BMP4_BMPR1B_BMPR2","Bone Marrow","Peritoneal Cavity","0.01"
"BMP4_BMPR1B_BMPR2","Lamina Propia","Peritoneal Cavity","0"
"BMP4_BMPR1B_BMPR2","Peritoneal Cavity","Peritoneal Cavity","0.03"
"BMP4_BMPR1B_BMPR2","Spleen","Peritoneal Cavity","0"
"BMP4_BMPR1B_BMPR2","Subcutaneous Lymph Node","Peritoneal Cavity","0"
"BMP4_BMPR1B_BMPR2","Thymus","Peritoneal Cavity","0.02"
"BMP4_BMPR1B_BMPR2","Lamina Propia","Small Intestine","0"
"BMP4_BMPR1B_BMPR2","Subcutaneous Lymph Node","Small Intestine","0"
"BMP4_BMPR1B_BMPR2","Lamina Propia","Spleen","0"
"BMP4_BMPR1B_BMPR2","Subcutaneous Lymph Node","Spleen","0"
"BMP4_BMPR1B_BMPR2","Lamina Propia","Splenic","0"
"BMP4_BMPR1B_BMPR2","Subcutaneous Lymph Node","Splenic","0"
"BMP4_BMPR1B_BMPR2","Blood","Subcutaneous Lymph Node","0.04"
"BMP4_BMPR1B_BMPR2","Bone Marrow","Subcutaneous Lymph Node","0"
"BMP4_BMPR1B_BMPR2","Lamina Propia","Subcutaneous Lymph Node","0"
"BMP4_BMPR1B_BMPR2","Peritoneal Cavity","Subcutaneous Lymph Node","0"
"BMP4_BMPR1B_BMPR2","Spleen","Subcutaneous Lymph Node","0"
"BMP4_BMPR1B_BMPR2","Splenic","Subcutaneous Lymph Node","0.01"
"BMP4_BMPR1B_BMPR2","Subcutaneous Lymph Node","Subcutaneous Lymph Node","0"
"BMP4_BMPR1B_BMPR2","Thymus","Subcutaneous Lymph Node","0"
"BMP4_BMPR1B_BMPR2","Lamina Propia","Thymus","0"
"BMP4_BMPR1B_BMPR2","Subcutaneous Lymph Node","Thymus","0"
"BMP15_BMPR1B_BMPR2","Adipose Tissue","Adipose Tissue","0.01"
"BMP15_BMPR1B_BMPR2","Gut","Adipose Tissue","0.01"
"BMP15_BMPR1B_BMPR2","Small Intestine","Adipose Tissue","0.04"
"BMP15_BMPR1B_BMPR2","Subcutaneous Lymph Node","Adipose Tissue","0"
"BMP15_BMPR1B_BMPR2","Adipose Tissue","Blood","0"
"BMP15_BMPR1B_BMPR2","Blood","Blood","0.04"
"BMP15_BMPR1B_BMPR2","Bone Marrow","Blood","0.02"
"BMP15_BMPR1B_BMPR2","Brain","Blood","0.04"
"BMP15_BMPR1B_BMPR2","Gut","Blood","0"
"BMP15_BMPR1B_BMPR2","Lamina Propia","Blood","0.02"
"BMP15_BMPR1B_BMPR2","Liver","Blood","0.03"
"BMP15_BMPR1B_BMPR2","Lung","Blood","0.02"
"BMP15_BMPR1B_BMPR2","Lymph Node","Blood","0.02"
"BMP15_BMPR1B_BMPR2","Peritoneal Cavity","Blood","0.02"
"BMP15_BMPR1B_BMPR2","Small Intestine","Blood","0.02"
"BMP15_BMPR1B_BMPR2","Spleen","Blood","0.02"
"BMP15_BMPR1B_BMPR2","Splenic","Blood","0.02"
"BMP15_BMPR1B_BMPR2","Subcutaneous Lymph Node","Blood","0"
"BMP15_BMPR1B_BMPR2","Thymus","Blood","0.02"
"BMP15_BMPR1B_BMPR2","Adipose Tissue","Bone Marrow","0.02"
"BMP15_BMPR1B_BMPR2","Gut","Bone Marrow","0.02"
"BMP15_BMPR1B_BMPR2","Subcutaneous Lymph Node","Bone Marrow","0"
"BMP15_BMPR1B_BMPR2","Adipose Tissue","Brain","0.01"
"BMP15_BMPR1B_BMPR2","Gut","Brain","0.01"
"BMP15_BMPR1B_BMPR2","Subcutaneous Lymph Node","Brain","0.01"
"BMP15_BMPR1B_BMPR2","Adipose Tissue","Colon","0.01"
"BMP15_BMPR1B_BMPR2","Gut","Colon","0.01"
"BMP15_BMPR1B_BMPR2","Subcutaneous Lymph Node","Colon","0"
"BMP15_BMPR1B_BMPR2","Adipose Tissue","Heart","0.01"
"BMP15_BMPR1B_BMPR2","Gut","Heart","0"
"BMP15_BMPR1B_BMPR2","Subcutaneous Lymph Node","Heart","0"
"BMP15_BMPR1B_BMPR2","Adipose Tissue","Lamina Propia","0.01"
"BMP15_BMPR1B_BMPR2","Gut","Lamina Propia","0"
"BMP15_BMPR1B_BMPR2","Subcutaneous Lymph Node","Lamina Propia","0"
"BMP15_BMPR1B_BMPR2","Adipose Tissue","Lung","0"
"BMP15_BMPR1B_BMPR2","Gut","Lung","0.02"
"BMP15_BMPR1B_BMPR2","Subcutaneous Lymph Node","Lung","0"
"BMP15_BMPR1B_BMPR2","Adipose Tissue","Lymph Node","0.02"
"BMP15_BMPR1B_BMPR2","Gut","Lymph Node","0.01"
"BMP15_BMPR1B_BMPR2","Subcutaneous Lymph Node","Lymph Node","0"
"BMP15_BMPR1B_BMPR2","Adipose Tissue","Peritoneal Cavity","0.02"
"BMP15_BMPR1B_BMPR2","Bone Marrow","Peritoneal Cavity","0"
"BMP15_BMPR1B_BMPR2","Gut","Peritoneal Cavity","0.02"
"BMP15_BMPR1B_BMPR2","Lung","Peritoneal Cavity","0.04"
"BMP15_BMPR1B_BMPR2","Lymph Node","Peritoneal Cavity","0.01"
"BMP15_BMPR1B_BMPR2","Peritoneal Cavity","Peritoneal Cavity","0"
"BMP15_BMPR1B_BMPR2","Spleen","Peritoneal Cavity","0"
"BMP15_BMPR1B_BMPR2","Splenic","Peritoneal Cavity","0.02"
"BMP15_BMPR1B_BMPR2","Subcutaneous Lymph Node","Peritoneal Cavity","0"
"BMP15_BMPR1B_BMPR2","Thymus","Peritoneal Cavity","0"
"BMP15_BMPR1B_BMPR2","Adipose Tissue","Small Intestine","0.01"
"BMP15_BMPR1B_BMPR2","Gut","Small Intestine","0"
"BMP15_BMPR1B_BMPR2","Subcutaneous Lymph Node","Small Intestine","0"
"BMP15_BMPR1B_BMPR2","Subcutaneous Lymph Node","Spleen","0.01"
"BMP15_BMPR1B_BMPR2","Adipose Tissue","Splenic","0.02"
"BMP15_BMPR1B_BMPR2","Gut","Splenic","0.02"
"BMP15_BMPR1B_BMPR2","Subcutaneous Lymph Node","Splenic","0"
"BMP15_BMPR1B_BMPR2","Adipose Tissue","Subcutaneous Lymph Node","0"
"BMP15_BMPR1B_BMPR2","Blood","Subcutaneous Lymph Node","0"
"BMP15_BMPR1B_BMPR2","Bone Marrow","Subcutaneous Lymph Node","0"
"BMP15_BMPR1B_BMPR2","Gut","Subcutaneous Lymph Node","0"
"BMP15_BMPR1B_BMPR2","Lamina Propia","Subcutaneous Lymph Node","0"
"BMP15_BMPR1B_BMPR2","Liver","Subcutaneous Lymph Node","0.01"
"BMP15_BMPR1B_BMPR2","Lung","Subcutaneous Lymph Node","0"
"BMP15_BMPR1B_BMPR2","Lymph Node","Subcutaneous Lymph Node","0"
"BMP15_BMPR1B_BMPR2","Peritoneal Cavity","Subcutaneous Lymph Node","0"
"BMP15_BMPR1B_BMPR2","Small Intestine","Subcutaneous Lymph Node","0.01"
"BMP15_BMPR1B_BMPR2","Spleen","Subcutaneous Lymph Node","0"
"BMP15_BMPR1B_BMPR2","Splenic","Subcutaneous Lymph Node","0"
"BMP15_BMPR1B_BMPR2","Subcutaneous Lymph Node","Subcutaneous Lymph Node","0"
"BMP15_BMPR1B_BMPR2","Thymus","Subcutaneous Lymph Node","0"
"BMP15_BMPR1B_BMPR2","Adipose Tissue","Thymus","0.04"
"BMP15_BMPR1B_BMPR2","Gut","Thymus","0.04"
"BMP15_BMPR1B_BMPR2","Subcutaneous Lymph Node","Thymus","0"
"BMP6_ACVR1_ACVR2A","Subcutaneous Lymph Node","Adipose Tissue","0"
"BMP6_ACVR1_ACVR2A","Splenic","Blood","0.01"
"BMP6_ACVR1_ACVR2A","Subcutaneous Lymph Node","Blood","0"
"BMP6_ACVR1_ACVR2A","Peritoneal Cavity","Bone Marrow","0.01"
"BMP6_ACVR1_ACVR2A","Splenic","Bone Marrow","0.01"
"BMP6_ACVR1_ACVR2A","Subcutaneous Lymph Node","Bone Marrow","0"
"BMP6_ACVR1_ACVR2A","Lymph Node","Brain","0.02"
"BMP6_ACVR1_ACVR2A","Peritoneal Cavity","Brain","0.04"
"BMP6_ACVR1_ACVR2A","Splenic","Brain","0.02"
"BMP6_ACVR1_ACVR2A","Subcutaneous Lymph Node","Brain","0"
"BMP6_ACVR1_ACVR2A","Subcutaneous Lymph Node","Colon","0.01"
"BMP6_ACVR1_ACVR2A","Subcutaneous Lymph Node","Gut","0.03"
"BMP6_ACVR1_ACVR2A","Splenic","Heart","0.04"
"BMP6_ACVR1_ACVR2A","Subcutaneous Lymph Node","Heart","0"
"BMP6_ACVR1_ACVR2A","Bone Marrow","Lamina Propia","0.01"
"BMP6_ACVR1_ACVR2A","Lymph Node","Lamina Propia","0.02"
"BMP6_ACVR1_ACVR2A","Peritoneal Cavity","Lamina Propia","0"
"BMP6_ACVR1_ACVR2A","Spleen","Lamina Propia","0"
"BMP6_ACVR1_ACVR2A","Splenic","Lamina Propia","0"
"BMP6_ACVR1_ACVR2A","Subcutaneous Lymph Node","Lamina Propia","0"
"BMP6_ACVR1_ACVR2A","Thymus","Lamina Propia","0.04"
"BMP6_ACVR1_ACVR2A","Bone Marrow","Lung","0.04"
"BMP6_ACVR1_ACVR2A","Peritoneal Cavity","Lung","0.03"
"BMP6_ACVR1_ACVR2A","Splenic","Lung","0.03"
"BMP6_ACVR1_ACVR2A","Subcutaneous Lymph Node","Lung","0"
"BMP6_ACVR1_ACVR2A","Peritoneal Cavity","Lymph Node","0.03"
"BMP6_ACVR1_ACVR2A","Splenic","Lymph Node","0.01"
"BMP6_ACVR1_ACVR2A","Subcutaneous Lymph Node","Lymph Node","0"
"BMP6_ACVR1_ACVR2A","Peritoneal Cavity","Peritoneal Cavity","0"
"BMP6_ACVR1_ACVR2A","Spleen","Peritoneal Cavity","0"
"BMP6_ACVR1_ACVR2A","Splenic","Peritoneal Cavity","0.01"
"BMP6_ACVR1_ACVR2A","Subcutaneous Lymph Node","Peritoneal Cavity","0"
"BMP6_ACVR1_ACVR2A","Splenic","Small Intestine","0.02"
"BMP6_ACVR1_ACVR2A","Subcutaneous Lymph Node","Small Intestine","0"
"BMP6_ACVR1_ACVR2A","Subcutaneous Lymph Node","Spleen","0"
"BMP6_ACVR1_ACVR2A","Bone Marrow","Splenic","0.02"
"BMP6_ACVR1_ACVR2A","Lymph Node","Splenic","0.02"
"BMP6_ACVR1_ACVR2A","Peritoneal Cavity","Splenic","0"
"BMP6_ACVR1_ACVR2A","Spleen","Splenic","0.01"
"BMP6_ACVR1_ACVR2A","Splenic","Splenic","0"
"BMP6_ACVR1_ACVR2A","Subcutaneous Lymph Node","Splenic","0"
"BMP6_ACVR1_ACVR2A","Thymus","Splenic","0.04"
"BMP6_ACVR1_ACVR2A","Blood","Subcutaneous Lymph Node","0.01"
"BMP6_ACVR1_ACVR2A","Bone Marrow","Subcutaneous Lymph Node","0"
"BMP6_ACVR1_ACVR2A","Colon","Subcutaneous Lymph Node","0.03"
"BMP6_ACVR1_ACVR2A","Lamina Propia","Subcutaneous Lymph Node","0"
"BMP6_ACVR1_ACVR2A","Liver","Subcutaneous Lymph Node","0"
"BMP6_ACVR1_ACVR2A","Lung","Subcutaneous Lymph Node","0"
"BMP6_ACVR1_ACVR2A","Lymph Node","Subcutaneous Lymph Node","0"
"BMP6_ACVR1_ACVR2A","Peritoneal Cavity","Subcutaneous Lymph Node","0"
"BMP6_ACVR1_ACVR2A","Small Intestine","Subcutaneous Lymph Node","0.04"
"BMP6_ACVR1_ACVR2A","Spleen","Subcutaneous Lymph Node","0"
"BMP6_ACVR1_ACVR2A","Splenic","Subcutaneous Lymph Node","0"
"BMP6_ACVR1_ACVR2A","Subcutaneous Lymph Node","Subcutaneous Lymph Node","0"
"BMP6_ACVR1_ACVR2A","Thymus","Subcutaneous Lymph Node","0"
"BMP6_ACVR1_ACVR2A","Subcutaneous Lymph Node","Thymus","0"
"BMP6_ACVR1_ACVR2B","Subcutaneous Lymph Node","Adipose Tissue","0"
"BMP6_ACVR1_ACVR2B","Splenic","Blood","0.02"
"BMP6_ACVR1_ACVR2B","Subcutaneous Lymph Node","Blood","0"
"BMP6_ACVR1_ACVR2B","Bone Marrow","Bone Marrow","0.04"
"BMP6_ACVR1_ACVR2B","Peritoneal Cavity","Bone Marrow","0"
"BMP6_ACVR1_ACVR2B","Spleen","Bone Marrow","0"
"BMP6_ACVR1_ACVR2B","Splenic","Bone Marrow","0"
"BMP6_ACVR1_ACVR2B","Subcutaneous Lymph Node","Bone Marrow","0"
"BMP6_ACVR1_ACVR2B","Bone Marrow","Brain","0"
"BMP6_ACVR1_ACVR2B","Colon","Brain","0.04"
"BMP6_ACVR1_ACVR2B","Lamina Propia","Brain","0"
"BMP6_ACVR1_ACVR2B","Liver","Brain","0.02"
"BMP6_ACVR1_ACVR2B","Lung","Brain","0"
"BMP6_ACVR1_ACVR2B","Lymph Node","Brain","0"
"BMP6_ACVR1_ACVR2B","Peritoneal Cavity","Brain","0"
"BMP6_ACVR1_ACVR2B","Small Intestine","Brain","0.03"
"BMP6_ACVR1_ACVR2B","Spleen","Brain","0"
"BMP6_ACVR1_ACVR2B","Splenic","Brain","0.01"
"BMP6_ACVR1_ACVR2B","Subcutaneous Lymph Node","Brain","0"
"BMP6_ACVR1_ACVR2B","Thymus","Brain","0"
"BMP6_ACVR1_ACVR2B","Subcutaneous Lymph Node","Heart","0"
"BMP6_ACVR1_ACVR2B","Subcutaneous Lymph Node","Lamina Propia","0"
"BMP6_ACVR1_ACVR2B","Peritoneal Cavity","Lung","0.04"
"BMP6_ACVR1_ACVR2B","Spleen","Lung","0.04"
"BMP6_ACVR1_ACVR2B","Splenic","Lung","0.01"
"BMP6_ACVR1_ACVR2B","Subcutaneous Lymph Node","Lung","0"
"BMP6_ACVR1_ACVR2B","Subcutaneous Lymph Node","Lymph Node","0"
"BMP6_ACVR1_ACVR2B","Bone Marrow","Peritoneal Cavity","0.01"
"BMP6_ACVR1_ACVR2B","Lymph Node","Peritoneal Cavity","0.02"
"BMP6_ACVR1_ACVR2B","Peritoneal Cavity","Peritoneal Cavity","0"
"BMP6_ACVR1_ACVR2B","Spleen","Peritoneal Cavity","0"
"BMP6_ACVR1_ACVR2B","Splenic","Peritoneal Cavity","0"
"BMP6_ACVR1_ACVR2B","Subcutaneous Lymph Node","Peritoneal Cavity","0"
"BMP6_ACVR1_ACVR2B","Thymus","Peritoneal Cavity","0.01"
"BMP6_ACVR1_ACVR2B","Subcutaneous Lymph Node","Small Intestine","0"
"BMP6_ACVR1_ACVR2B","Subcutaneous Lymph Node","Spleen","0"
"BMP6_ACVR1_ACVR2B","Bone Marrow","Splenic","0.01"
"BMP6_ACVR1_ACVR2B","Lamina Propia","Splenic","0.02"
"BMP6_ACVR1_ACVR2B","Lung","Splenic","0.02"
"BMP6_ACVR1_ACVR2B","Lymph Node","Splenic","0.01"
"BMP6_ACVR1_ACVR2B","Peritoneal Cavity","Splenic","0"
"BMP6_ACVR1_ACVR2B","Spleen","Splenic","0"
"BMP6_ACVR1_ACVR2B","Splenic","Splenic","0.01"
"BMP6_ACVR1_ACVR2B","Subcutaneous Lymph Node","Splenic","0"
"BMP6_ACVR1_ACVR2B","Thymus","Splenic","0.01"
"BMP6_ACVR1_ACVR2B","Blood","Subcutaneous Lymph Node","0.02"
"BMP6_ACVR1_ACVR2B","Bone Marrow","Subcutaneous Lymph Node","0"
"BMP6_ACVR1_ACVR2B","Colon","Subcutaneous Lymph Node","0.03"
"BMP6_ACVR1_ACVR2B","Heart","Subcutaneous Lymph Node","0.04"
"BMP6_ACVR1_ACVR2B","Lamina Propia","Subcutaneous Lymph Node","0"
"BMP6_ACVR1_ACVR2B","Liver","Subcutaneous Lymph Node","0.01"
"BMP6_ACVR1_ACVR2B","Lung","Subcutaneous Lymph Node","0"
"BMP6_ACVR1_ACVR2B","Lymph Node","Subcutaneous Lymph Node","0.01"
"BMP6_ACVR1_ACVR2B","Peritoneal Cavity","Subcutaneous Lymph Node","0"
"BMP6_ACVR1_ACVR2B","Small Intestine","Subcutaneous Lymph Node","0.04"
"BMP6_ACVR1_ACVR2B","Spleen","Subcutaneous Lymph Node","0"
"BMP6_ACVR1_ACVR2B","Splenic","Subcutaneous Lymph Node","0"
"BMP6_ACVR1_ACVR2B","Subcutaneous Lymph Node","Subcutaneous Lymph Node","0"
"BMP6_ACVR1_ACVR2B","Thymus","Subcutaneous Lymph Node","0"
"BMP6_ACVR1_ACVR2B","Peritoneal Cavity","Thymus","0.02"
"BMP6_ACVR1_ACVR2B","Splenic","Thymus","0.03"
"BMP6_ACVR1_ACVR2B","Subcutaneous Lymph Node","Thymus","0"
"BMP6_ACVR1_BMPR2","Subcutaneous Lymph Node","Adipose Tissue","0"
"BMP6_ACVR1_BMPR2","Peritoneal Cavity","Blood","0.04"
"BMP6_ACVR1_BMPR2","Spleen","Blood","0.04"
"BMP6_ACVR1_BMPR2","Splenic","Blood","0.01"
"BMP6_ACVR1_BMPR2","Subcutaneous Lymph Node","Blood","0"
"BMP6_ACVR1_BMPR2","Peritoneal Cavity","Bone Marrow","0.01"
"BMP6_ACVR1_BMPR2","Splenic","Bone Marrow","0.01"
"BMP6_ACVR1_BMPR2","Subcutaneous Lymph Node","Bone Marrow","0"
"BMP6_ACVR1_BMPR2","Lymph Node","Brain","0.02"
"BMP6_ACVR1_BMPR2","Peritoneal Cavity","Brain","0.03"
"BMP6_ACVR1_BMPR2","Splenic","Brain","0.01"
"BMP6_ACVR1_BMPR2","Subcutaneous Lymph Node","Brain","0"
"BMP6_ACVR1_BMPR2","Subcutaneous Lymph Node","Colon","0.02"
"BMP6_ACVR1_BMPR2","Lymph Node","Heart","0.04"
"BMP6_ACVR1_BMPR2","Peritoneal Cavity","Heart","0.04"
"BMP6_ACVR1_BMPR2","Splenic","Heart","0.01"
"BMP6_ACVR1_BMPR2","Subcutaneous Lymph Node","Heart","0"
"BMP6_ACVR1_BMPR2","Subcutaneous Lymph Node","Lamina Propia","0"
"BMP6_ACVR1_BMPR2","Bone Marrow","Lung","0.03"
"BMP6_ACVR1_BMPR2","Peritoneal Cavity","Lung","0.01"
"BMP6_ACVR1_BMPR2","Spleen","Lung","0.02"
"BMP6_ACVR1_BMPR2","Splenic","Lung","0"
"BMP6_ACVR1_BMPR2","Subcutaneous Lymph Node","Lung","0"
"BMP6_ACVR1_BMPR2","Subcutaneous Lymph Node","Lymph Node","0"
"BMP6_ACVR1_BMPR2","Bone Marrow","Peritoneal Cavity","0"
"BMP6_ACVR1_BMPR2","Lamina Propia","Peritoneal Cavity","0.04"
"BMP6_ACVR1_BMPR2","Lung","Peritoneal Cavity","0.03"
"BMP6_ACVR1_BMPR2","Lymph Node","Peritoneal Cavity","0.02"
"BMP6_ACVR1_BMPR2","Peritoneal Cavity","Peritoneal Cavity","0"
"BMP6_ACVR1_BMPR2","Spleen","Peritoneal Cavity","0"
"BMP6_ACVR1_BMPR2","Splenic","Peritoneal Cavity","0"
"BMP6_ACVR1_BMPR2","Subcutaneous Lymph Node","Peritoneal Cavity","0"
"BMP6_ACVR1_BMPR2","Thymus","Peritoneal Cavity","0"
"BMP6_ACVR1_BMPR2","Subcutaneous Lymph Node","Small Intestine","0"
"BMP6_ACVR1_BMPR2","Subcutaneous Lymph Node","Spleen","0"
"BMP6_ACVR1_BMPR2","Lymph Node","Splenic","0.03"
"BMP6_ACVR1_BMPR2","Peritoneal Cavity","Splenic","0.01"
"BMP6_ACVR1_BMPR2","Spleen","Splenic","0.04"
"BMP6_ACVR1_BMPR2","Splenic","Splenic","0.02"
"BMP6_ACVR1_BMPR2","Subcutaneous Lymph Node","Splenic","0"
"BMP6_ACVR1_BMPR2","Blood","Subcutaneous Lymph Node","0.01"
"BMP6_ACVR1_BMPR2","Bone Marrow","Subcutaneous Lymph Node","0"
"BMP6_ACVR1_BMPR2","Colon","Subcutaneous Lymph Node","0.01"
"BMP6_ACVR1_BMPR2","Heart","Subcutaneous Lymph Node","0.03"
"BMP6_ACVR1_BMPR2","Lamina Propia","Subcutaneous Lymph Node","0"
"BMP6_ACVR1_BMPR2","Liver","Subcutaneous Lymph Node","0"
"BMP6_ACVR1_BMPR2","Lung","Subcutaneous Lymph Node","0"
"BMP6_ACVR1_BMPR2","Lymph Node","Subcutaneous Lymph Node","0"
"BMP6_ACVR1_BMPR2","Peritoneal Cavity","Subcutaneous Lymph Node","0"
"BMP6_ACVR1_BMPR2","Small Intestine","Subcutaneous Lymph Node","0.04"
"BMP6_ACVR1_BMPR2","Spleen","Subcutaneous Lymph Node","0"
"BMP6_ACVR1_BMPR2","Splenic","Subcutaneous Lymph Node","0"
"BMP6_ACVR1_BMPR2","Subcutaneous Lymph Node","Subcutaneous Lymph Node","0"
"BMP6_ACVR1_BMPR2","Thymus","Subcutaneous Lymph Node","0"
"BMP6_ACVR1_BMPR2","Subcutaneous Lymph Node","Thymus","0"
