"interaction","cell1","cell2","p-value"
"TGFB3_ACVR1_TGFBR1","NK Cell","Granulocytes","0"
"TGFB3_ACVR1_TGFBR1","Stromal Cells","Granulocytes","0"
"TGFB3_ACVR1_TGFBR1","gd T cells","Innate Lymphocytes","0.01"
"TGFB3_ACVR1_TGFBR1","Innate Lymphocytes","Innate Lymphocytes","0.01"
"TGFB3_ACVR1_TGFBR1","NK Cell","Innate Lymphocytes","0.02"
"TGFB3_ACVR1_TGFBR1","Stromal Cells","Innate Lymphocytes","0"
"TGFB3_ACVR1_TGFBR1","ab T Cell","Macrophage","0.03"
"TGFB3_ACVR1_TGFBR1","B Cell","Macrophage","0.04"
"TGFB3_ACVR1_TGFBR1","gd T cells","Macrophage","0"
"TGFB3_ACVR1_TGFBR1","Innate Lymphocytes","Macrophage","0"
"TGFB3_ACVR1_TGFBR1","NK Cell","Macrophage","0"
"TGFB3_ACVR1_TGFBR1","Stromal Cells","Macrophage","0"
"TGFB3_ACVR1_TGFBR1","ab T Cell","Mast Cells","0"
"TGFB3_ACVR1_TGFBR1","B Cell","Mast Cells","0"
"TGFB3_ACVR1_TGFBR1","gd T cells","Mast Cells","0"
"TGFB3_ACVR1_TGFBR1","Innate Lymphocytes","Mast Cells","0"
"TGFB3_ACVR1_TGFBR1","NK Cell","Mast Cells","0"
"TGFB3_ACVR1_TGFBR1","Stromal Cells","Mast Cells","0"
"TGFB3_ACVR1_TGFBR1","B Cell","Monocytes","0"
"TGFB3_ACVR1_TGFBR1","gd T cells","Monocytes","0"
"TGFB3_ACVR1_TGFBR1","Innate Lymphocytes","Monocytes","0"
"TGFB3_ACVR1_TGFBR1","NK Cell","Monocytes","0"
"TGFB3_ACVR1_TGFBR1","Stromal Cells","Monocytes","0"
"TGFB3_ACVR1_TGFBR1","Stromal Cells","NK Cell","0"
"TGFB3_ACVR1_TGFBR1","gd T cells","Stem Cells","0.02"
"TGFB3_ACVR1_TGFBR1","Innate Lymphocytes","Stem Cells","0.01"
"TGFB3_ACVR1_TGFBR1","NK Cell","Stem Cells","0.01"
"TGFB3_ACVR1_TGFBR1","Stromal Cells","Stem Cells","0"
"TGFB3_ACVR1_TGFBR1","ab T Cell","Stromal Cells","0"
"TGFB3_ACVR1_TGFBR1","B Cell","Stromal Cells","0"
"TGFB3_ACVR1_TGFBR1","Eosinophil","Stromal Cells","0.04"
"TGFB3_ACVR1_TGFBR1","gd T cells","Stromal Cells","0"
"TGFB3_ACVR1_TGFBR1","Innate Lymphocytes","Stromal Cells","0"
"TGFB3_ACVR1_TGFBR1","NK Cell","Stromal Cells","0"
"TGFB3_ACVR1_TGFBR1","Stromal Cells","Stromal Cells","0"
"TGFB3_ACVR1_TGFBR1","gd T cells","T Cell","0.03"
"TGFB3_ACVR1_TGFBR1","NK Cell","T Cell","0.04"
"TGFB3_ACVR1_TGFBR1","Stromal Cells","T Cell","0"
"BMP4_BMPR1A_ACVR2A","Innate Lymphocytes","ab T Cell","0.01"
"BMP4_BMPR1A_ACVR2A","Stromal Cells","ab T Cell","0"
"BMP4_BMPR1A_ACVR2A","Stromal Cells","B Cell","0"
"BMP4_BMPR1A_ACVR2A","Stromal Cells","Basophils","0.01"
"BMP4_BMPR1A_ACVR2A","Innate Lymphocytes","Dendritic cells","0.01"
"BMP4_BMPR1A_ACVR2A","Stromal Cells","Dendritic cells","0"
"BMP4_BMPR1A_ACVR2A","Innate Lymphocytes","Eosinophil","0"
"BMP4_BMPR1A_ACVR2A","Stromal Cells","Eosinophil","0"
"BMP4_BMPR1A_ACVR2A","Innate Lymphocytes","gd T cells","0"
"BMP4_BMPR1A_ACVR2A","Stromal Cells","gd T cells","0"
"BMP4_BMPR1A_ACVR2A","ab T Cell","Granulocytes","0"
"BMP4_BMPR1A_ACVR2A","B Cell","Granulocytes","0"
"BMP4_BMPR1A_ACVR2A","Dendritic cells","Granulocytes","0.02"
"BMP4_BMPR1A_ACVR2A","gd T cells","Granulocytes","0"
"BMP4_BMPR1A_ACVR2A","Innate Lymphocytes","Granulocytes","0"
"BMP4_BMPR1A_ACVR2A","Macrophage","Granulocytes","0"
"BMP4_BMPR1A_ACVR2A","Mast Cells","Granulocytes","0.02"
"BMP4_BMPR1A_ACVR2A","NK Cell","Granulocytes","0"
"BMP4_BMPR1A_ACVR2A","Stem Cells","Granulocytes","0"
"BMP4_BMPR1A_ACVR2A","Stromal Cells","Granulocytes","0"
"BMP4_BMPR1A_ACVR2A","T Cell","Granulocytes","0"
"BMP4_BMPR1A_ACVR2A","Innate Lymphocytes","Innate Lymphocytes","0"
"BMP4_BMPR1A_ACVR2A","Stem Cells","Innate Lymphocytes","0.04"
"BMP4_BMPR1A_ACVR2A","Stromal Cells","Innate Lymphocytes","0"
"BMP4_BMPR1A_ACVR2A","ab T Cell","Macrophage","0"
"BMP4_BMPR1A_ACVR2A","B Cell","Macrophage","0"
"BMP4_BMPR1A_ACVR2A","gd T cells","Macrophage","0.02"
"BMP4_BMPR1A_ACVR2A","Innate Lymphocytes","Macrophage","0"
"BMP4_BMPR1A_ACVR2A","Macrophage","Macrophage","0"
"BMP4_BMPR1A_ACVR2A","NK Cell","Macrophage","0"
"BMP4_BMPR1A_ACVR2A","Stem Cells","Macrophage","0.01"
"BMP4_BMPR1A_ACVR2A","Stromal Cells","Macrophage","0"
"BMP4_BMPR1A_ACVR2A","T Cell","Macrophage","0"
"BMP4_BMPR1A_ACVR2A","Innate Lymphocytes","Mast Cells","0"
"BMP4_BMPR1A_ACVR2A","Stem Cells","Mast Cells","0.01"
"BMP4_BMPR1A_ACVR2A","Stromal Cells","Mast Cells","0"
"BMP4_BMPR1A_ACVR2A","Innate Lymphocytes","Monocytes","0.04"
"BMP4_BMPR1A_ACVR2A","Stromal Cells","Monocytes","0"
"BMP4_BMPR1A_ACVR2A","Stromal Cells","NK Cell","0"
"BMP4_BMPR1A_ACVR2A","Innate Lymphocytes","Stem Cells","0.01"
"BMP4_BMPR1A_ACVR2A","Stromal Cells","Stem Cells","0"
"BMP4_BMPR1A_ACVR2A","ab T Cell","Stromal Cells","0"
"BMP4_BMPR1A_ACVR2A","B Cell","Stromal Cells","0"
"BMP4_BMPR1A_ACVR2A","Basophils","Stromal Cells","0.03"
"BMP4_BMPR1A_ACVR2A","Dendritic cells","Stromal Cells","0"
"BMP4_BMPR1A_ACVR2A","Eosinophil","Stromal Cells","0.04"
"BMP4_BMPR1A_ACVR2A","gd T cells","Stromal Cells","0"
"BMP4_BMPR1A_ACVR2A","Granulocytes","Stromal Cells","0.04"
"BMP4_BMPR1A_ACVR2A","Innate Lymphocytes","Stromal Cells","0"
"BMP4_BMPR1A_ACVR2A","Macrophage","Stromal Cells","0"
"BMP4_BMPR1A_ACVR2A","Mast Cells","Stromal Cells","0"
"BMP4_BMPR1A_ACVR2A","Monocytes","Stromal Cells","0.02"
"BMP4_BMPR1A_ACVR2A","NK Cell","Stromal Cells","0"
"BMP4_BMPR1A_ACVR2A","Stem Cells","Stromal Cells","0"
"BMP4_BMPR1A_ACVR2A","Stromal Cells","Stromal Cells","0"
"BMP4_BMPR1A_ACVR2A","T Cell","Stromal Cells","0"
"BMP4_BMPR1A_ACVR2A","Innate Lymphocytes","T Cell","0.04"
"BMP4_BMPR1A_ACVR2A","Stromal Cells","T Cell","0"
"BMP4_BMPR1A_ACVR2B","Innate Lymphocytes","ab T Cell","0.01"
"BMP4_BMPR1A_ACVR2B","Stromal Cells","ab T Cell","0"
"BMP4_BMPR1A_ACVR2B","Stromal Cells","B Cell","0.01"
"BMP4_BMPR1A_ACVR2B","Stromal Cells","Basophils","0.01"
"BMP4_BMPR1A_ACVR2B","Innate Lymphocytes","Dendritic cells","0"
"BMP4_BMPR1A_ACVR2B","Stromal Cells","Dendritic cells","0"
"BMP4_BMPR1A_ACVR2B","Innate Lymphocytes","Eosinophil","0"
"BMP4_BMPR1A_ACVR2B","Stem Cells","Eosinophil","0.02"
"BMP4_BMPR1A_ACVR2B","Stromal Cells","Eosinophil","0"
"BMP4_BMPR1A_ACVR2B","Stromal Cells","gd T cells","0"
"BMP4_BMPR1A_ACVR2B","Innate Lymphocytes","Granulocytes","0"
"BMP4_BMPR1A_ACVR2B","Stem Cells","Granulocytes","0.01"
"BMP4_BMPR1A_ACVR2B","Stromal Cells","Granulocytes","0"
"BMP4_BMPR1A_ACVR2B","Stromal Cells","Innate Lymphocytes","0"
"BMP4_BMPR1A_ACVR2B","ab T Cell","Macrophage","0"
"BMP4_BMPR1A_ACVR2B","B Cell","Macrophage","0"
"BMP4_BMPR1A_ACVR2B","gd T cells","Macrophage","0"
"BMP4_BMPR1A_ACVR2B","Innate Lymphocytes","Macrophage","0"
"BMP4_BMPR1A_ACVR2B","Macrophage","Macrophage","0"
"BMP4_BMPR1A_ACVR2B","Mast Cells","Macrophage","0.02"
"BMP4_BMPR1A_ACVR2B","Monocytes","Macrophage","0.03"
"BMP4_BMPR1A_ACVR2B","NK Cell","Macrophage","0"
"BMP4_BMPR1A_ACVR2B","Stem Cells","Macrophage","0"
"BMP4_BMPR1A_ACVR2B","Stromal Cells","Macrophage","0"
"BMP4_BMPR1A_ACVR2B","T Cell","Macrophage","0"
"BMP4_BMPR1A_ACVR2B","ab T Cell","Mast Cells","0.02"
"BMP4_BMPR1A_ACVR2B","B Cell","Mast Cells","0.01"
"BMP4_BMPR1A_ACVR2B","gd T cells","Mast Cells","0.03"
"BMP4_BMPR1A_ACVR2B","Innate Lymphocytes","Mast Cells","0"
"BMP4_BMPR1A_ACVR2B","Macrophage","Mast Cells","0.01"
"BMP4_BMPR1A_ACVR2B","NK Cell","Mast Cells","0.03"
"BMP4_BMPR1A_ACVR2B","Stem Cells","Mast Cells","0.01"
"BMP4_BMPR1A_ACVR2B","Stromal Cells","Mast Cells","0"
"BMP4_BMPR1A_ACVR2B","T Cell","Mast Cells","0.01"
"BMP4_BMPR1A_ACVR2B","Innate Lymphocytes","Monocytes","0.01"
"BMP4_BMPR1A_ACVR2B","Stromal Cells","Monocytes","0"
"BMP4_BMPR1A_ACVR2B","Stromal Cells","NK Cell","0"
"BMP4_BMPR1A_ACVR2B","Innate Lymphocytes","Stem Cells","0"
"BMP4_BMPR1A_ACVR2B","Stromal Cells","Stem Cells","0"
"BMP4_BMPR1A_ACVR2B","ab T Cell","Stromal Cells","0"
"BMP4_BMPR1A_ACVR2B","B Cell","Stromal Cells","0"
"BMP4_BMPR1A_ACVR2B","Basophils","Stromal Cells","0.04"
"BMP4_BMPR1A_ACVR2B","Dendritic cells","Stromal Cells","0"
"BMP4_BMPR1A_ACVR2B","Eosinophil","Stromal Cells","0.01"
"BMP4_BMPR1A_ACVR2B","gd T cells","Stromal Cells","0"
"BMP4_BMPR1A_ACVR2B","Granulocytes","Stromal Cells","0.04"
"BMP4_BMPR1A_ACVR2B","Innate Lymphocytes","Stromal Cells","0"
"BMP4_BMPR1A_ACVR2B","Macrophage","Stromal Cells","0"
"BMP4_BMPR1A_ACVR2B","Mast Cells","Stromal Cells","0"
"BMP4_BMPR1A_ACVR2B","Monocytes","Stromal Cells","0.02"
"BMP4_BMPR1A_ACVR2B","NK Cell","Stromal Cells","0"
"BMP4_BMPR1A_ACVR2B","Stem Cells","Stromal Cells","0"
"BMP4_BMPR1A_ACVR2B","Stromal Cells","Stromal Cells","0"
"BMP4_BMPR1A_ACVR2B","T Cell","Stromal Cells","0"
"BMP4_BMPR1A_ACVR2B","Stromal Cells","T Cell","0.01"
"BMP4_BMPR1A_BMPR2","Stromal Cells","ab T Cell","0"
"BMP4_BMPR1A_BMPR2","Stromal Cells","B Cell","0.01"
"BMP4_BMPR1A_BMPR2","Stromal Cells","Basophils","0.01"
"BMP4_BMPR1A_BMPR2","Stromal Cells","Dendritic cells","0"
"BMP4_BMPR1A_BMPR2","Innate Lymphocytes","Eosinophil","0"
"BMP4_BMPR1A_BMPR2","Stromal Cells","Eosinophil","0"
"BMP4_BMPR1A_BMPR2","Stromal Cells","gd T cells","0"
"BMP4_BMPR1A_BMPR2","ab T Cell","Granulocytes","0"
"BMP4_BMPR1A_BMPR2","B Cell","Granulocytes","0"
"BMP4_BMPR1A_BMPR2","Basophils","Granulocytes","0.03"
"BMP4_BMPR1A_BMPR2","Dendritic cells","Granulocytes","0"
"BMP4_BMPR1A_BMPR2","gd T cells","Granulocytes","0"
"BMP4_BMPR1A_BMPR2","Innate Lymphocytes","Granulocytes","0"
"BMP4_BMPR1A_BMPR2","Macrophage","Granulocytes","0"
"BMP4_BMPR1A_BMPR2","Mast Cells","Granulocytes","0"
"BMP4_BMPR1A_BMPR2","Monocytes","Granulocytes","0.02"
"BMP4_BMPR1A_BMPR2","NK Cell","Granulocytes","0"
"BMP4_BMPR1A_BMPR2","Stem Cells","Granulocytes","0"
"BMP4_BMPR1A_BMPR2","Stromal Cells","Granulocytes","0"
"BMP4_BMPR1A_BMPR2","T Cell","Granulocytes","0"
"BMP4_BMPR1A_BMPR2","Innate Lymphocytes","Innate Lymphocytes","0.01"
"BMP4_BMPR1A_BMPR2","Stromal Cells","Innate Lymphocytes","0"
"BMP4_BMPR1A_BMPR2","ab T Cell","Macrophage","0"
"BMP4_BMPR1A_BMPR2","B Cell","Macrophage","0"
"BMP4_BMPR1A_BMPR2","gd T cells","Macrophage","0"
"BMP4_BMPR1A_BMPR2","Innate Lymphocytes","Macrophage","0"
"BMP4_BMPR1A_BMPR2","Macrophage","Macrophage","0"
"BMP4_BMPR1A_BMPR2","Mast Cells","Macrophage","0.01"
"BMP4_BMPR1A_BMPR2","Monocytes","Macrophage","0.04"
"BMP4_BMPR1A_BMPR2","NK Cell","Macrophage","0"
"BMP4_BMPR1A_BMPR2","Stem Cells","Macrophage","0"
"BMP4_BMPR1A_BMPR2","Stromal Cells","Macrophage","0"
"BMP4_BMPR1A_BMPR2","T Cell","Macrophage","0"
"BMP4_BMPR1A_BMPR2","ab T Cell","Mast Cells","0"
"BMP4_BMPR1A_BMPR2","B Cell","Mast Cells","0"
"BMP4_BMPR1A_BMPR2","Basophils","Mast Cells","0.01"
"BMP4_BMPR1A_BMPR2","Dendritic cells","Mast Cells","0"
"BMP4_BMPR1A_BMPR2","Eosinophil","Mast Cells","0.04"
"BMP4_BMPR1A_BMPR2","gd T cells","Mast Cells","0"
"BMP4_BMPR1A_BMPR2","Granulocytes","Mast Cells","0.04"
"BMP4_BMPR1A_BMPR2","Innate Lymphocytes","Mast Cells","0"
"BMP4_BMPR1A_BMPR2","Macrophage","Mast Cells","0"
"BMP4_BMPR1A_BMPR2","Mast Cells","Mast Cells","0.01"
"BMP4_BMPR1A_BMPR2","Monocytes","Mast Cells","0.01"
"BMP4_BMPR1A_BMPR2","NK Cell","Mast Cells","0"
"BMP4_BMPR1A_BMPR2","Stem Cells","Mast Cells","0"
"BMP4_BMPR1A_BMPR2","Stromal Cells","Mast Cells","0"
"BMP4_BMPR1A_BMPR2","T Cell","Mast Cells","0"
"BMP4_BMPR1A_BMPR2","Innate Lymphocytes","Monocytes","0.03"
"BMP4_BMPR1A_BMPR2","Stromal Cells","Monocytes","0"
"BMP4_BMPR1A_BMPR2","Stromal Cells","NK Cell","0"
"BMP4_BMPR1A_BMPR2","Innate Lymphocytes","Stem Cells","0.01"
"BMP4_BMPR1A_BMPR2","Stromal Cells","Stem Cells","0"
"BMP4_BMPR1A_BMPR2","ab T Cell","Stromal Cells","0"
"BMP4_BMPR1A_BMPR2","B Cell","Stromal Cells","0"
"BMP4_BMPR1A_BMPR2","Basophils","Stromal Cells","0.02"
"BMP4_BMPR1A_BMPR2","Dendritic cells","Stromal Cells","0"
"BMP4_BMPR1A_BMPR2","Eosinophil","Stromal Cells","0.01"
"BMP4_BMPR1A_BMPR2","gd T cells","Stromal Cells","0"
"BMP4_BMPR1A_BMPR2","Granulocytes","Stromal Cells","0.04"
"BMP4_BMPR1A_BMPR2","Innate Lymphocytes","Stromal Cells","0"
"BMP4_BMPR1A_BMPR2","Macrophage","Stromal Cells","0"
"BMP4_BMPR1A_BMPR2","Mast Cells","Stromal Cells","0"
"BMP4_BMPR1A_BMPR2","Monocytes","Stromal Cells","0.01"
"BMP4_BMPR1A_BMPR2","NK Cell","Stromal Cells","0"
"BMP4_BMPR1A_BMPR2","Stem Cells","Stromal Cells","0"
"BMP4_BMPR1A_BMPR2","Stromal Cells","Stromal Cells","0"
"BMP4_BMPR1A_BMPR2","T Cell","Stromal Cells","0"
"BMP4_BMPR1A_BMPR2","Stromal Cells","T Cell","0.01"
"BMP4_BMPR1B_ACVR2A","Innate Lymphocytes","ab T Cell","0"
"BMP4_BMPR1B_ACVR2A","Stromal Cells","ab T Cell","0"
"BMP4_BMPR1B_ACVR2A","Innate Lymphocytes","B Cell","0"
"BMP4_BMPR1B_ACVR2A","Stromal Cells","B Cell","0"
"BMP4_BMPR1B_ACVR2A","Innate Lymphocytes","Basophils","0"
"BMP4_BMPR1B_ACVR2A","Stromal Cells","Basophils","0"
"BMP4_BMPR1B_ACVR2A","Innate Lymphocytes","Dendritic cells","0"
"BMP4_BMPR1B_ACVR2A","Macrophage","Dendritic cells","0.04"
"BMP4_BMPR1B_ACVR2A","Stem Cells","Dendritic cells","0"
"BMP4_BMPR1B_ACVR2A","Stromal Cells","Dendritic cells","0"
"BMP4_BMPR1B_ACVR2A","ab T Cell","Eosinophil","0.01"
"BMP4_BMPR1B_ACVR2A","B Cell","Eosinophil","0.01"
"BMP4_BMPR1B_ACVR2A","gd T cells","Eosinophil","0.03"
"BMP4_BMPR1B_ACVR2A","Innate Lymphocytes","Eosinophil","0"
"BMP4_BMPR1B_ACVR2A","Macrophage","Eosinophil","0.03"
"BMP4_BMPR1B_ACVR2A","Mast Cells","Eosinophil","0.04"
"BMP4_BMPR1B_ACVR2A","NK Cell","Eosinophil","0.01"
"BMP4_BMPR1B_ACVR2A","Stem Cells","Eosinophil","0"
"BMP4_BMPR1B_ACVR2A","Stromal Cells","Eosinophil","0"
"BMP4_BMPR1B_ACVR2A","T Cell","Eosinophil","0.01"
"BMP4_BMPR1B_ACVR2A","ab T Cell","gd T cells","0"
"BMP4_BMPR1B_ACVR2A","B Cell","gd T cells","0"
"BMP4_BMPR1B_ACVR2A","gd T cells","gd T cells","0.02"
"BMP4_BMPR1B_ACVR2A","Innate Lymphocytes","gd T cells","0"
"BMP4_BMPR1B_ACVR2A","Macrophage","gd T cells","0"
"BMP4_BMPR1B_ACVR2A","Mast Cells","gd T cells","0.03"
"BMP4_BMPR1B_ACVR2A","NK Cell","gd T cells","0"
"BMP4_BMPR1B_ACVR2A","Stem Cells","gd T cells","0.01"
"BMP4_BMPR1B_ACVR2A","Stromal Cells","gd T cells","0"
"BMP4_BMPR1B_ACVR2A","T Cell","gd T cells","0"
"BMP4_BMPR1B_ACVR2A","Innate Lymphocytes","Granulocytes","0"
"BMP4_BMPR1B_ACVR2A","Stem Cells","Granulocytes","0.04"
"BMP4_BMPR1B_ACVR2A","Stromal Cells","Granulocytes","0"
"BMP4_BMPR1B_ACVR2A","ab T Cell","Innate Lymphocytes","0"
"BMP4_BMPR1B_ACVR2A","B Cell","Innate Lymphocytes","0"
"BMP4_BMPR1B_ACVR2A","gd T cells","Innate Lymphocytes","0.02"
"BMP4_BMPR1B_ACVR2A","Innate Lymphocytes","Innate Lymphocytes","0"
"BMP4_BMPR1B_ACVR2A","Macrophage","Innate Lymphocytes","0"
"BMP4_BMPR1B_ACVR2A","Mast Cells","Innate Lymphocytes","0.03"
"BMP4_BMPR1B_ACVR2A","NK Cell","Innate Lymphocytes","0"
"BMP4_BMPR1B_ACVR2A","Stem Cells","Innate Lymphocytes","0"
"BMP4_BMPR1B_ACVR2A","Stromal Cells","Innate Lymphocytes","0"
"BMP4_BMPR1B_ACVR2A","T Cell","Innate Lymphocytes","0"
"BMP4_BMPR1B_ACVR2A","Innate Lymphocytes","Macrophage","0"
"BMP4_BMPR1B_ACVR2A","Stromal Cells","Macrophage","0"
"BMP4_BMPR1B_ACVR2A","Innate Lymphocytes","Mast Cells","0.01"
"BMP4_BMPR1B_ACVR2A","Stromal Cells","Mast Cells","0"
"BMP4_BMPR1B_ACVR2A","Innate Lymphocytes","Monocytes","0"
"BMP4_BMPR1B_ACVR2A","Stem Cells","Monocytes","0.02"
"BMP4_BMPR1B_ACVR2A","Stromal Cells","Monocytes","0"
"BMP4_BMPR1B_ACVR2A","Innate Lymphocytes","NK Cell","0"
"BMP4_BMPR1B_ACVR2A","Stromal Cells","NK Cell","0"
"BMP4_BMPR1B_ACVR2A","Innate Lymphocytes","Stem Cells","0"
"BMP4_BMPR1B_ACVR2A","Stromal Cells","Stem Cells","0"
"BMP4_BMPR1B_ACVR2A","ab T Cell","Stromal Cells","0"
"BMP4_BMPR1B_ACVR2A","B Cell","Stromal Cells","0"
"BMP4_BMPR1B_ACVR2A","gd T cells","Stromal Cells","0.02"
"BMP4_BMPR1B_ACVR2A","Innate Lymphocytes","Stromal Cells","0"
"BMP4_BMPR1B_ACVR2A","Macrophage","Stromal Cells","0"
"BMP4_BMPR1B_ACVR2A","Mast Cells","Stromal Cells","0.03"
"BMP4_BMPR1B_ACVR2A","Monocytes","Stromal Cells","0.04"
"BMP4_BMPR1B_ACVR2A","NK Cell","Stromal Cells","0"
"BMP4_BMPR1B_ACVR2A","Stem Cells","Stromal Cells","0"
"BMP4_BMPR1B_ACVR2A","Stromal Cells","Stromal Cells","0"
"BMP4_BMPR1B_ACVR2A","T Cell","Stromal Cells","0"
"BMP4_BMPR1B_ACVR2A","Innate Lymphocytes","T Cell","0"
"BMP4_BMPR1B_ACVR2A","Stromal Cells","T Cell","0"
"BMP4_BMPR1B_ACVR2B","Innate Lymphocytes","ab T Cell","0"
"BMP4_BMPR1B_ACVR2B","Stromal Cells","ab T Cell","0"
"BMP4_BMPR1B_ACVR2B","Stromal Cells","B Cell","0"
"BMP4_BMPR1B_ACVR2B","Innate Lymphocytes","Basophils","0"
"BMP4_BMPR1B_ACVR2B","Stromal Cells","Basophils","0"
"BMP4_BMPR1B_ACVR2B","ab T Cell","Dendritic cells","0"
"BMP4_BMPR1B_ACVR2B","B Cell","Dendritic cells","0.01"
"BMP4_BMPR1B_ACVR2B","gd T cells","Dendritic cells","0.02"
"BMP4_BMPR1B_ACVR2B","Innate Lymphocytes","Dendritic cells","0"
"BMP4_BMPR1B_ACVR2B","Macrophage","Dendritic cells","0"
"BMP4_BMPR1B_ACVR2B","Mast Cells","Dendritic cells","0.04"
"BMP4_BMPR1B_ACVR2B","NK Cell","Dendritic cells","0.01"
"BMP4_BMPR1B_ACVR2B","Stem Cells","Dendritic cells","0"
"BMP4_BMPR1B_ACVR2B","Stromal Cells","Dendritic cells","0"
"BMP4_BMPR1B_ACVR2B","T Cell","Dendritic cells","0.01"
"BMP4_BMPR1B_ACVR2B","ab T Cell","Eosinophil","0"
"BMP4_BMPR1B_ACVR2B","B Cell","Eosinophil","0"
"BMP4_BMPR1B_ACVR2B","Basophils","Eosinophil","0.04"
"BMP4_BMPR1B_ACVR2B","Dendritic cells","Eosinophil","0.01"
"BMP4_BMPR1B_ACVR2B","gd T cells","Eosinophil","0"
"BMP4_BMPR1B_ACVR2B","Innate Lymphocytes","Eosinophil","0"
"BMP4_BMPR1B_ACVR2B","Macrophage","Eosinophil","0"
"BMP4_BMPR1B_ACVR2B","Mast Cells","Eosinophil","0"
"BMP4_BMPR1B_ACVR2B","Monocytes","Eosinophil","0.04"
"BMP4_BMPR1B_ACVR2B","NK Cell","Eosinophil","0"
"BMP4_BMPR1B_ACVR2B","Stem Cells","Eosinophil","0"
"BMP4_BMPR1B_ACVR2B","Stromal Cells","Eosinophil","0"
"BMP4_BMPR1B_ACVR2B","T Cell","Eosinophil","0"
"BMP4_BMPR1B_ACVR2B","Innate Lymphocytes","gd T cells","0"
"BMP4_BMPR1B_ACVR2B","Stem Cells","gd T cells","0.04"
"BMP4_BMPR1B_ACVR2B","Stromal Cells","gd T cells","0"
"BMP4_BMPR1B_ACVR2B","Innate Lymphocytes","Granulocytes","0.02"
"BMP4_BMPR1B_ACVR2B","Stromal Cells","Granulocytes","0"
"BMP4_BMPR1B_ACVR2B","Stromal Cells","Innate Lymphocytes","0"
"BMP4_BMPR1B_ACVR2B","Innate Lymphocytes","Macrophage","0"
"BMP4_BMPR1B_ACVR2B","Stem Cells","Macrophage","0.03"
"BMP4_BMPR1B_ACVR2B","Stromal Cells","Macrophage","0"
"BMP4_BMPR1B_ACVR2B","Innate Lymphocytes","Mast Cells","0"
"BMP4_BMPR1B_ACVR2B","Stromal Cells","Mast Cells","0"
"BMP4_BMPR1B_ACVR2B","ab T Cell","Monocytes","0.03"
"BMP4_BMPR1B_ACVR2B","B Cell","Monocytes","0.02"
"BMP4_BMPR1B_ACVR2B","Innate Lymphocytes","Monocytes","0"
"BMP4_BMPR1B_ACVR2B","Macrophage","Monocytes","0.02"
"BMP4_BMPR1B_ACVR2B","Mast Cells","Monocytes","0.04"
"BMP4_BMPR1B_ACVR2B","NK Cell","Monocytes","0.04"
"BMP4_BMPR1B_ACVR2B","Stem Cells","Monocytes","0.01"
"BMP4_BMPR1B_ACVR2B","Stromal Cells","Monocytes","0"
"BMP4_BMPR1B_ACVR2B","T Cell","Monocytes","0.04"
"BMP4_BMPR1B_ACVR2B","Stromal Cells","NK Cell","0"
"BMP4_BMPR1B_ACVR2B","ab T Cell","Stem Cells","0.02"
"BMP4_BMPR1B_ACVR2B","B Cell","Stem Cells","0"
"BMP4_BMPR1B_ACVR2B","Dendritic cells","Stem Cells","0.04"
"BMP4_BMPR1B_ACVR2B","gd T cells","Stem Cells","0.03"
"BMP4_BMPR1B_ACVR2B","Innate Lymphocytes","Stem Cells","0"
"BMP4_BMPR1B_ACVR2B","Macrophage","Stem Cells","0"
"BMP4_BMPR1B_ACVR2B","Mast Cells","Stem Cells","0.01"
"BMP4_BMPR1B_ACVR2B","NK Cell","Stem Cells","0.01"
"BMP4_BMPR1B_ACVR2B","Stem Cells","Stem Cells","0.01"
"BMP4_BMPR1B_ACVR2B","Stromal Cells","Stem Cells","0"
"BMP4_BMPR1B_ACVR2B","T Cell","Stem Cells","0.01"
"BMP4_BMPR1B_ACVR2B","ab T Cell","Stromal Cells","0"
"BMP4_BMPR1B_ACVR2B","B Cell","Stromal Cells","0"
"BMP4_BMPR1B_ACVR2B","Dendritic cells","Stromal Cells","0.04"
"BMP4_BMPR1B_ACVR2B","gd T cells","Stromal Cells","0.01"
"BMP4_BMPR1B_ACVR2B","Innate Lymphocytes","Stromal Cells","0"
"BMP4_BMPR1B_ACVR2B","Macrophage","Stromal Cells","0"
"BMP4_BMPR1B_ACVR2B","Monocytes","Stromal Cells","0.04"
"BMP4_BMPR1B_ACVR2B","NK Cell","Stromal Cells","0"
"BMP4_BMPR1B_ACVR2B","Stem Cells","Stromal Cells","0"
"BMP4_BMPR1B_ACVR2B","Stromal Cells","Stromal Cells","0"
"BMP4_BMPR1B_ACVR2B","T Cell","Stromal Cells","0"
"BMP4_BMPR1B_ACVR2B","Stromal Cells","T Cell","0"
"BMP4_BMPR1B_BMPR2","Innate Lymphocytes","ab T Cell","0.01"
"BMP4_BMPR1B_BMPR2","Stromal Cells","ab T Cell","0"
"BMP4_BMPR1B_BMPR2","Stromal Cells","B Cell","0"
"BMP4_BMPR1B_BMPR2","Innate Lymphocytes","Basophils","0"
"BMP4_BMPR1B_BMPR2","Stem Cells","Basophils","0.04"
"BMP4_BMPR1B_BMPR2","Stromal Cells","Basophils","0"
"BMP4_BMPR1B_BMPR2","Innate Lymphocytes","Dendritic cells","0"
"BMP4_BMPR1B_BMPR2","Stem Cells","Dendritic cells","0.01"
"BMP4_BMPR1B_BMPR2","Stromal Cells","Dendritic cells","0"
